,equity_usd
2023-02-22 00:00:00+00:00,149531.03553881642
2023-02-23 00:00:00+00:00,149495.6144949088
2023-02-24 00:00:00+00:00,149428.7734133781
2023-02-27 00:00:00+00:00,149405.0545781843
2023-02-28 00:00:00+00:00,149338.5905430142
2023-03-01 00:00:00+00:00,149413.297550051
2023-03-02 00:00:00+00:00,149348.57380003913
2023-03-03 00:00:00+00:00,149327.80044012153
2023-03-06 00:00:00+00:00,149273.22914315423
2023-03-07 00:00:00+00:00,149338.41894838776
2023-03-08 00:00:00+00:00,149275.0515253071
2023-03-09 00:00:00+00:00,149295.95672402522
2023-03-10 00:00:00+00:00,149226.0844886008
2023-03-13 00:00:00+00:00,149174.28157711952
2023-03-14 00:00:00+00:00,149112.53603650583
2023-03-15 00:00:00+00:00,149040.1519560223
2023-03-16 00:00:00+00:00,149077.23187069182
2023-03-17 00:00:00+00:00,149071.25552604455
2023-03-20 00:00:00+00:00,149035.7437871627
2023-03-21 00:00:00+00:00,149052.74225513404
2023-03-22 00:00:00+00:00,149015.38614392048
2023-03-23 00:00:00+00:00,148976.11722790622
2023-03-24 00:00:00+00:00,148976.11722790622
2023-03-27 00:00:00+00:00,149006.81273867894
2023-03-28 00:00:00+00:00,149155.89549465934
2023-03-29 00:00:00+00:00,149357.37603918035
2023-03-30 00:00:00+00:00,149348.16955468446
2023-03-31 00:00:00+00:00,149453.6587266426
2023-04-03 00:00:00+00:00,149714.88099747256
2023-04-04 00:00:00+00:00,149666.7015454651
2023-04-05 00:00:00+00:00,149613.2954616081
2023-04-06 00:00:00+00:00,149546.46139091713
2023-04-07 00:00:00+00:00,149543.00949410224
2023-04-10 00:00:00+00:00,149505.23145879444
2023-04-11 00:00:00+00:00,149466.63306998496
2023-04-12 00:00:00+00:00,149448.5843743528
2023-04-13 00:00:00+00:00,149375.70908641562
2023-04-14 00:00:00+00:00,149364.96052661404
2023-04-17 00:00:00+00:00,149551.14698838396
2023-04-18 00:00:00+00:00,149851.00357530115
2023-04-19 00:00:00+00:00,150074.41670920586
2023-04-20 00:00:00+00:00,150086.73747636052
2023-04-21 00:00:00+00:00,150116.54619015608
2023-04-24 00:00:00+00:00,150105.29636461195
2023-04-25 00:00:00+00:00,150114.4431058308
2023-04-26 00:00:00+00:00,150052.68665647326
2023-04-27 00:00:00+00:00,149981.37676189083
2023-04-28 00:00:00+00:00,149909.42980620547
2023-05-01 00:00:00+00:00,149895.2240018758
2023-05-02 00:00:00+00:00,149889.5323717324
2023-05-03 00:00:00+00:00,149828.10734875125
2023-05-04 00:00:00+00:00,149808.80734661635
2023-05-05 00:00:00+00:00,149739.30983954758
2023-05-08 00:00:00+00:00,149820.72615922245
2023-05-09 00:00:00+00:00,149791.88794697807
2023-05-10 00:00:00+00:00,149774.06825211388
2023-05-11 00:00:00+00:00,149719.20630835567
2023-05-12 00:00:00+00:00,149685.0324160601
2023-05-15 00:00:00+00:00,149710.5807371375
2023-05-16 00:00:00+00:00,149728.35973226177
2023-05-17 00:00:00+00:00,149668.29320610425
2023-05-18 00:00:00+00:00,149705.5812076667
2023-05-19 00:00:00+00:00,149642.8155696511
2023-05-22 00:00:00+00:00,149584.31689464443
2023-05-23 00:00:00+00:00,149549.64869046086
2023-05-24 00:00:00+00:00,149536.82931706103
2023-05-25 00:00:00+00:00,149515.2428399144
2023-05-26 00:00:00+00:00,149500.5337715584
2023-05-29 00:00:00+00:00,149552.3022486575
2023-05-30 00:00:00+00:00,149593.2896870713
2023-05-31 00:00:00+00:00,149528.05549117216
2023-06-01 00:00:00+00:00,149461.06435279144
2023-06-02 00:00:00+00:00,149398.5919690879
2023-06-05 00:00:00+00:00,149391.58781624
2023-06-06 00:00:00+00:00,149318.2060480845
2023-06-07 00:00:00+00:00,149277.90470359364
2023-06-08 00:00:00+00:00,149219.55982700942
2023-06-09 00:00:00+00:00,149165.7347407025
2023-06-12 00:00:00+00:00,149121.15236224502
2023-06-13 00:00:00+00:00,149137.01042986347
2023-06-14 00:00:00+00:00,149067.32854526423
2023-06-15 00:00:00+00:00,149012.93507052644
2023-06-16 00:00:00+00:00,148999.50411205346
2023-06-19 00:00:00+00:00,148947.1987639575
2023-06-20 00:00:00+00:00,148879.31527446886
2023-06-21 00:00:00+00:00,148965.51595147006
2023-06-22 00:00:00+00:00,148891.03319349434
2023-06-23 00:00:00+00:00,148851.35376106447
2023-06-26 00:00:00+00:00,148822.7120051285
2023-06-27 00:00:00+00:00,148936.45178245212
2023-06-28 00:00:00+00:00,148956.51808614936
2023-06-29 00:00:00+00:00,149132.25446630927
2023-06-30 00:00:00+00:00,149147.57556042317
2023-07-03 00:00:00+00:00,149119.01763663653
2023-07-04 00:00:00+00:00,149100.43553079735
2023-07-05 00:00:00+00:00,149085.70680737094
2023-07-06 00:00:00+00:00,149287.6978064899
2023-07-07 00:00:00+00:00,149297.10640325863
2023-07-10 00:00:00+00:00,149391.30438307495
2023-07-11 00:00:00+00:00,149435.35279687704
2023-07-12 00:00:00+00:00,149389.82437658706
2023-07-13 00:00:00+00:00,149431.62404257874
2023-07-14 00:00:00+00:00,149455.9652656706
2023-07-17 00:00:00+00:00,149405.4383241464
2023-07-18 00:00:00+00:00,149365.58423344218
2023-07-19 00:00:00+00:00,149357.03554317122
2023-07-20 00:00:00+00:00,149391.21913626976
2023-07-21 00:00:00+00:00,149403.52309868785
2023-07-24 00:00:00+00:00,149712.80821827572
2023-07-25 00:00:00+00:00,149706.9536436652
2023-07-26 00:00:00+00:00,149694.04566793644
2023-07-27 00:00:00+00:00,149679.4749675039
2023-07-28 00:00:00+00:00,149635.34765492866
2023-07-31 00:00:00+00:00,149677.37898315248
2023-08-01 00:00:00+00:00,149683.441667718
2023-08-02 00:00:00+00:00,149704.19400146144
2023-08-03 00:00:00+00:00,149668.53585582515
2023-08-04 00:00:00+00:00,149620.90887372635
2023-08-07 00:00:00+00:00,149641.6601694283
2023-08-08 00:00:00+00:00,149592.8837199122
2023-08-09 00:00:00+00:00,149729.27172813003
2023-08-10 00:00:00+00:00,149740.65120625668
2023-08-11 00:00:00+00:00,149751.68092505267
2023-08-14 00:00:00+00:00,149716.71883885798
2023-08-15 00:00:00+00:00,149667.11497557533
2023-08-16 00:00:00+00:00,149602.83649282018
2023-08-17 00:00:00+00:00,149739.39853643905
2023-08-18 00:00:00+00:00,149695.39235143526
2023-08-21 00:00:00+00:00,149706.9272550154
2023-08-22 00:00:00+00:00,149645.4644854806
2023-08-23 00:00:00+00:00,149700.2337113443
2023-08-24 00:00:00+00:00,149646.5693403163
2023-08-25 00:00:00+00:00,149675.48155469436
2023-08-28 00:00:00+00:00,149636.3619728563
2023-08-29 00:00:00+00:00,149609.30313831766
2023-08-30 00:00:00+00:00,149564.12089610804
2023-08-31 00:00:00+00:00,149651.86427245478
2023-09-01 00:00:00+00:00,149590.0738356553
2023-09-04 00:00:00+00:00,149526.20788530033
2023-09-05 00:00:00+00:00,149507.90599244763
2023-09-06 00:00:00+00:00,149593.83067665933
2023-09-07 00:00:00+00:00,149591.7290234737
2023-09-08 00:00:00+00:00,149534.78768818013
2023-09-11 00:00:00+00:00,149600.5783616169
2023-09-12 00:00:00+00:00,149559.1663893917
2023-09-13 00:00:00+00:00,149550.51617947954
2023-09-14 00:00:00+00:00,149645.19738191718
2023-09-15 00:00:00+00:00,149583.70886125142
2023-09-18 00:00:00+00:00,149647.0094293663
2023-09-19 00:00:00+00:00,149926.9212880399
2023-09-20 00:00:00+00:00,149919.66346216566
2023-09-21 00:00:00+00:00,150063.29971609273
2023-09-22 00:00:00+00:00,150003.82074248669
2023-09-25 00:00:00+00:00,149965.17052747775
2023-09-26 00:00:00+00:00,150007.37376313342
2023-09-27 00:00:00+00:00,149943.35071618037
2023-09-28 00:00:00+00:00,149946.4646582856
2023-09-29 00:00:00+00:00,149963.6962987378
2023-10-02 00:00:00+00:00,150062.7606884918
2023-10-03 00:00:00+00:00,150089.74847861417
2023-10-04 00:00:00+00:00,150136.82262369464
2023-10-05 00:00:00+00:00,150093.79933767286
2023-10-06 00:00:00+00:00,150172.34013938374
2023-10-09 00:00:00+00:00,150328.8816617119
2023-10-10 00:00:00+00:00,150295.66150862104
2023-10-11 00:00:00+00:00,150239.40411626565
2023-10-12 00:00:00+00:00,150266.3976845463
2023-10-13 00:00:00+00:00,150237.69825714044
2023-10-16 00:00:00+00:00,150166.22323288344
2023-10-17 00:00:00+00:00,150238.80046274074
2023-10-18 00:00:00+00:00,150365.57752617254
2023-10-19 00:00:00+00:00,150307.6302266375
2023-10-20 00:00:00+00:00,150288.96121998582
2023-10-23 00:00:00+00:00,150333.7768832934
2023-10-24 00:00:00+00:00,150266.46407096792
2023-10-25 00:00:00+00:00,150199.44609807467
2023-10-26 00:00:00+00:00,150187.04944055752
2023-10-27 00:00:00+00:00,150190.89192831787
2023-10-30 00:00:00+00:00,150294.16601859088
2023-10-31 00:00:00+00:00,150244.54649287154
2023-11-01 00:00:00+00:00,150204.687770092
2023-11-02 00:00:00+00:00,150179.49440175248
2023-11-03 00:00:00+00:00,150156.73655394634
2023-11-06 00:00:00+00:00,150233.777567093
2023-11-07 00:00:00+00:00,150172.45281547235
2023-11-08 00:00:00+00:00,150107.27453375093
2023-11-09 00:00:00+00:00,150162.52628700924
2023-11-10 00:00:00+00:00,150129.86264048933
2023-11-13 00:00:00+00:00,150178.05636403002
2023-11-14 00:00:00+00:00,150115.19375807294
2023-11-15 00:00:00+00:00,150161.77391036873
2023-11-16 00:00:00+00:00,150186.51469743004
2023-11-17 00:00:00+00:00,150130.75721092283
2023-11-20 00:00:00+00:00,150089.47709205508
2023-11-21 00:00:00+00:00,150055.0587225733
2023-11-22 00:00:00+00:00,149998.55127222935
2023-11-23 00:00:00+00:00,150037.63676540187
2023-11-24 00:00:00+00:00,150130.35997372284
2023-11-27 00:00:00+00:00,150106.0999763416
2023-11-28 00:00:00+00:00,150054.3530521217
2023-11-29 00:00:00+00:00,150062.99826140274
2023-11-30 00:00:00+00:00,150072.8023527072
2023-12-01 00:00:00+00:00,150187.56805109553
2023-12-04 00:00:00+00:00,150204.49456158455
2023-12-05 00:00:00+00:00,150131.12189648143
2023-12-06 00:00:00+00:00,150252.6550895432
2023-12-07 00:00:00+00:00,150267.76533132576
2023-12-08 00:00:00+00:00,150205.27533965305
2023-12-11 00:00:00+00:00,150171.4504069393
2023-12-12 00:00:00+00:00,150108.93343326476
2023-12-13 00:00:00+00:00,150052.05729864002
2023-12-14 00:00:00+00:00,150005.32921854258
2023-12-15 00:00:00+00:00,150043.16134861796
2023-12-18 00:00:00+00:00,149994.36511627666
2023-12-19 00:00:00+00:00,149942.42379821467
2023-12-20 00:00:00+00:00,149878.22876453266
2023-12-21 00:00:00+00:00,149832.89199397597
2023-12-22 00:00:00+00:00,149806.70708899345
2023-12-25 00:00:00+00:00,149735.29614798908
2023-12-26 00:00:00+00:00,149853.78064550235
2023-12-27 00:00:00+00:00,150038.10414655172
2023-12-28 00:00:00+00:00,150009.0614685939
2023-12-29 00:00:00+00:00,150086.33347084557
2024-01-01 00:00:00+00:00,150186.29096893716
2024-01-02 00:00:00+00:00,150180.02645463415
2024-01-03 00:00:00+00:00,150212.75194341977
2024-01-04 00:00:00+00:00,150157.71985392357
2024-01-05 00:00:00+00:00,150236.54243160237
2024-01-08 00:00:00+00:00,150171.84956599254
2024-01-09 00:00:00+00:00,150201.92690992053
2024-01-10 00:00:00+00:00,150262.8021180927
2024-01-11 00:00:00+00:00,150507.6175819042
2024-01-12 00:00:00+00:00,150468.7185641765
2024-01-15 00:00:00+00:00,150397.3546470986
2024-01-16 00:00:00+00:00,150449.57031070328
2024-01-17 00:00:00+00:00,150393.97263633562
2024-01-18 00:00:00+00:00,150321.57876213032
2024-01-19 00:00:00+00:00,150292.81035157232
2024-01-22 00:00:00+00:00,150297.16262551735
2024-01-23 00:00:00+00:00,150349.71636163202
2024-01-24 00:00:00+00:00,150301.8350297936
2024-01-25 00:00:00+00:00,150242.52866694485
2024-01-26 00:00:00+00:00,150316.67046401303
2024-01-29 00:00:00+00:00,150251.45713590074
2024-01-30 00:00:00+00:00,150213.80772511387
2024-01-31 00:00:00+00:00,150139.8059515523
2024-02-01 00:00:00+00:00,150079.57030846245
2024-02-02 00:00:00+00:00,150055.31186435017
2024-02-05 00:00:00+00:00,149986.87704599905
2024-02-06 00:00:00+00:00,149984.86532998423
2024-02-07 00:00:00+00:00,149919.53276172266
2024-02-08 00:00:00+00:00,149958.66681344205
2024-02-09 00:00:00+00:00,149988.65686390942
2024-02-12 00:00:00+00:00,150054.17068398482
2024-02-13 00:00:00+00:00,150023.17146908303
2024-02-14 00:00:00+00:00,150399.490709367
2024-02-15 00:00:00+00:00,150473.8829208708
2024-02-16 00:00:00+00:00,150402.01054050622
2024-02-19 00:00:00+00:00,150394.0710477112
2024-02-20 00:00:00+00:00,150388.84364814512
2024-02-21 00:00:00+00:00,150320.29067020328
2024-02-22 00:00:00+00:00,150253.11415974805
2024-02-23 00:00:00+00:00,150195.40774009557
2024-02-26 00:00:00+00:00,150233.56531646632
2024-02-27 00:00:00+00:00,150211.78880494632
2024-02-28 00:00:00+00:00,150218.66446701818
2024-02-29 00:00:00+00:00,150149.92824318356
2024-03-01 00:00:00+00:00,150091.31782187926
2024-03-04 00:00:00+00:00,150296.3803766328
2024-03-05 00:00:00+00:00,150354.21378714533
2024-03-06 00:00:00+00:00,150477.2235108053
2024-03-07 00:00:00+00:00,150525.35444164486
2024-03-08 00:00:00+00:00,150475.87578110193
2024-03-11 00:00:00+00:00,150476.61657372443
2024-03-12 00:00:00+00:00,150533.6564970824
2024-03-13 00:00:00+00:00,150554.66205200335
2024-03-14 00:00:00+00:00,150491.06908122054
2024-03-15 00:00:00+00:00,150530.61425826565
2024-03-18 00:00:00+00:00,150637.0098482341
2024-03-19 00:00:00+00:00,150594.01430355755
2024-03-20 00:00:00+00:00,150541.6332686723
2024-03-21 00:00:00+00:00,150541.38953630306
2024-03-22 00:00:00+00:00,150471.69675818845
2024-03-25 00:00:00+00:00,150405.60896714634
2024-03-26 00:00:00+00:00,150361.09506876813
2024-03-27 00:00:00+00:00,150336.22200996295
2024-03-28 00:00:00+00:00,150361.42123687515
2024-03-29 00:00:00+00:00,150293.6415000299
2024-04-01 00:00:00+00:00,150243.16408686372
2024-04-02 00:00:00+00:00,150272.03915889273
2024-04-03 00:00:00+00:00,150221.09762358482
2024-04-04 00:00:00+00:00,150295.33012292098
2024-04-05 00:00:00+00:00,150234.00457336276
2024-04-08 00:00:00+00:00,150517.5829401578
2024-04-09 00:00:00+00:00,150538.31750515464
2024-04-10 00:00:00+00:00,150470.67494978345
2024-04-11 00:00:00+00:00,150496.1095752518
2024-04-12 00:00:00+00:00,150467.7614956834
2024-04-15 00:00:00+00:00,150397.966798679
2024-04-16 00:00:00+00:00,150452.37827325743
2024-04-17 00:00:00+00:00,150487.43863084738
2024-04-18 00:00:00+00:00,150430.8123192759
2024-04-19 00:00:00+00:00,150368.22800993465
2024-04-22 00:00:00+00:00,150316.87641256503
2024-04-23 00:00:00+00:00,150318.93492673888
2024-04-24 00:00:00+00:00,150264.40852903549
2024-04-25 00:00:00+00:00,150277.8376502144
2024-04-26 00:00:00+00:00,150232.59230451164
2024-04-29 00:00:00+00:00,150247.18708321924
2024-04-30 00:00:00+00:00,150540.9725114952
2024-05-01 00:00:00+00:00,150800.1966097701
2024-05-02 00:00:00+00:00,150782.06173433163
2024-05-03 00:00:00+00:00,150750.37037330883
2024-05-06 00:00:00+00:00,150686.3158703588
2024-05-07 00:00:00+00:00,150782.77245785305
2024-05-08 00:00:00+00:00,150744.30049404758
2024-05-09 00:00:00+00:00,150767.33854863566
2024-05-10 00:00:00+00:00,150715.04313196716
2024-05-13 00:00:00+00:00,150981.42389143645
2024-05-14 00:00:00+00:00,150986.5147025717
2024-05-15 00:00:00+00:00,150982.63688288006
2024-05-16 00:00:00+00:00,151012.53830783
2024-05-17 00:00:00+00:00,151017.3918582993
2024-05-20 00:00:00+00:00,151043.240904155
2024-05-21 00:00:00+00:00,151022.1871309183
2024-05-22 00:00:00+00:00,150989.27680158694
2024-05-23 00:00:00+00:00,151005.04101391695
2024-05-24 00:00:00+00:00,150935.68784468918
2024-05-27 00:00:00+00:00,150871.56115982358
2024-05-28 00:00:00+00:00,150844.60677604293
2024-05-29 00:00:00+00:00,150959.37942493093
2024-05-30 00:00:00+00:00,151017.6783082956
2024-05-31 00:00:00+00:00,150947.23584821972
2024-06-03 00:00:00+00:00,150897.16613689228
2024-06-04 00:00:00+00:00,150855.0007475964
2024-06-05 00:00:00+00:00,150828.17124402002
2024-06-06 00:00:00+00:00,150853.35496502594
2024-06-07 00:00:00+00:00,150802.14965891733
2024-06-10 00:00:00+00:00,150759.6201870891
2024-06-11 00:00:00+00:00,150689.10618123814
2024-06-12 00:00:00+00:00,150620.22530531924
2024-06-13 00:00:00+00:00,150584.2108598131
2024-06-14 00:00:00+00:00,150555.10418841886
2024-06-17 00:00:00+00:00,150511.79909057822
2024-06-18 00:00:00+00:00,150467.71874066722
2024-06-19 00:00:00+00:00,150405.38473572064
2024-06-20 00:00:00+00:00,150407.50228220085
2024-06-21 00:00:00+00:00,150334.9057112058
2024-06-24 00:00:00+00:00,150270.52375080044
2024-06-25 00:00:00+00:00,150211.89436839218
2024-06-26 00:00:00+00:00,150170.40595132837
2024-06-27 00:00:00+00:00,150250.11979465507
2024-06-28 00:00:00+00:00,150255.72428111962
2024-07-01 00:00:00+00:00,150354.53870272601
2024-07-02 00:00:00+00:00,150379.2862907468
2024-07-03 00:00:00+00:00,150466.01628394538
2024-07-04 00:00:00+00:00,150501.77727576823
2024-07-05 00:00:00+00:00,150431.1870659285
2024-07-08 00:00:00+00:00,150903.63546474153
2024-07-09 00:00:00+00:00,150919.04650028268
2024-07-10 00:00:00+00:00,151031.91467474028
2024-07-11 00:00:00+00:00,151036.0713243644
2024-07-12 00:00:00+00:00,151048.71534460856
2024-07-15 00:00:00+00:00,150976.56046114725
2024-07-16 00:00:00+00:00,150901.07218091667
2024-07-17 00:00:00+00:00,150974.71024431186
2024-07-18 00:00:00+00:00,150991.4543673895
2024-07-19 00:00:00+00:00,151092.86093519643
2024-07-22 00:00:00+00:00,151071.40329676546
2024-07-23 00:00:00+00:00,151037.58059282266
2024-07-24 00:00:00+00:00,151100.91374035124
2024-07-25 00:00:00+00:00,151030.28111921556
2024-07-26 00:00:00+00:00,151030.77585807568
2024-07-29 00:00:00+00:00,150993.47906736453
2024-07-30 00:00:00+00:00,150968.85995087863
2024-07-31 00:00:00+00:00,150902.77847596054
2024-08-01 00:00:00+00:00,150885.25189576892
2024-08-02 00:00:00+00:00,150841.15605635027
2024-08-05 00:00:00+00:00,150765.7354783221
2024-08-06 00:00:00+00:00,150711.4435342562
2024-08-07 00:00:00+00:00,150675.3498247196
2024-08-08 00:00:00+00:00,150621.61296439354
2024-08-09 00:00:00+00:00,150573.78268160173
2024-08-12 00:00:00+00:00,150623.34497743283
2024-08-13 00:00:00+00:00,150639.6088032796
2024-08-14 00:00:00+00:00,150674.7268677672
2024-08-15 00:00:00+00:00,150648.15603214587
2024-08-16 00:00:00+00:00,150593.1041497639
2024-08-19 00:00:00+00:00,150539.6235177997
2024-08-20 00:00:00+00:00,150596.7904321688
2024-08-21 00:00:00+00:00,150570.48088621107
2024-08-22 00:00:00+00:00,150566.62951704752
2024-08-23 00:00:00+00:00,150512.71312075507
2024-08-26 00:00:00+00:00,150443.05582274206
2024-08-27 00:00:00+00:00,150381.79306686707
2024-08-28 00:00:00+00:00,150461.80317839308
2024-08-29 00:00:00+00:00,150418.3414093738
2024-08-30 00:00:00+00:00,150396.2991548232
2024-09-02 00:00:00+00:00,150402.18613218423
2024-09-03 00:00:00+00:00,150362.76291509042
2024-09-04 00:00:00+00:00,150388.63816623267
2024-09-05 00:00:00+00:00,150335.0591553238
2024-09-06 00:00:00+00:00,150526.63628542874
2024-09-09 00:00:00+00:00,150619.56818364613
2024-09-10 00:00:00+00:00,150669.72176824376
2024-09-11 00:00:00+00:00,150649.00594644668
2024-09-12 00:00:00+00:00,150648.64126651836
2024-09-13 00:00:00+00:00,150684.11095386028
2024-09-16 00:00:00+00:00,150706.49906898823
2024-09-17 00:00:00+00:00,150856.52162354812
2024-09-18 00:00:00+00:00,150794.23399224022
2024-09-19 00:00:00+00:00,150865.32991513045
2024-09-20 00:00:00+00:00,150919.23850047428
2024-09-23 00:00:00+00:00,150897.08164625775
2024-09-24 00:00:00+00:00,150953.5020255722
2024-09-25 00:00:00+00:00,150947.29326300853
2024-09-26 00:00:00+00:00,151094.2881890757
2024-09-27 00:00:00+00:00,151126.17180611167
2024-09-30 00:00:00+00:00,151052.0176906711
2024-10-01 00:00:00+00:00,150984.40990798135
2024-10-02 00:00:00+00:00,150945.96225595646
2024-10-03 00:00:00+00:00,150871.92209410315
2024-10-04 00:00:00+00:00,150804.38777218378
2024-10-07 00:00:00+00:00,150936.78254471582
2024-10-08 00:00:00+00:00,150908.63356276214
2024-10-09 00:00:00+00:00,150985.58777298388
2024-10-10 00:00:00+00:00,151008.75471340292
2024-10-11 00:00:00+00:00,150963.4635023426
2024-10-14 00:00:00+00:00,151036.562221222
2024-10-15 00:00:00+00:00,151015.79144441293
2024-10-16 00:00:00+00:00,150982.22008848633
2024-10-17 00:00:00+00:00,150910.51567364362
2024-10-18 00:00:00+00:00,150916.54242675536
2024-10-21 00:00:00+00:00,150955.61071776698
2024-10-22 00:00:00+00:00,151066.0014202474
2024-10-23 00:00:00+00:00,151036.57115358167
2024-10-24 00:00:00+00:00,151055.06679202997
2024-10-25 00:00:00+00:00,151057.06353602928
2024-10-28 00:00:00+00:00,151005.93205535147
2024-10-29 00:00:00+00:00,151032.15101781592
2024-10-30 00:00:00+00:00,150989.85359599694
2024-10-31 00:00:00+00:00,150937.66909457458
2024-11-01 00:00:00+00:00,151022.1978033287
2024-11-04 00:00:00+00:00,150979.2602059498
2024-11-05 00:00:00+00:00,150930.91252125616
2024-11-06 00:00:00+00:00,150870.11741604278
2024-11-07 00:00:00+00:00,150799.55756426277
2024-11-08 00:00:00+00:00,150800.02626885084
2024-11-11 00:00:00+00:00,150942.8151982619
2024-11-12 00:00:00+00:00,150906.82490520834
2024-11-13 00:00:00+00:00,150864.43593195133
2024-11-14 00:00:00+00:00,150886.71438294157
2024-11-15 00:00:00+00:00,150849.17014111322
2024-11-18 00:00:00+00:00,150799.6537271576
2024-11-19 00:00:00+00:00,150757.17465002745
2024-11-20 00:00:00+00:00,150814.75469867446
2024-11-21 00:00:00+00:00,150768.6101643926
2024-11-22 00:00:00+00:00,150806.77173800924
2024-11-25 00:00:00+00:00,150827.1191706914
2024-11-26 00:00:00+00:00,150925.37119508928
2024-11-27 00:00:00+00:00,150881.66730193587
2024-11-28 00:00:00+00:00,150826.5108264975
2024-11-29 00:00:00+00:00,150997.09166894102
2024-12-02 00:00:00+00:00,151060.04843183677
2024-12-03 00:00:00+00:00,151248.2613951523
2024-12-04 00:00:00+00:00,151211.30221166
2024-12-05 00:00:00+00:00,151224.0106194835
2024-12-06 00:00:00+00:00,151212.59281280512
2024-12-09 00:00:00+00:00,151248.17512151386
2024-12-10 00:00:00+00:00,151280.36892997148
2024-12-11 00:00:00+00:00,151319.10500200538
2024-12-12 00:00:00+00:00,151247.34374725405
2024-12-13 00:00:00+00:00,151256.75316201814
2024-12-16 00:00:00+00:00,151368.49859439707
2024-12-17 00:00:00+00:00,151350.27581509328
2024-12-18 00:00:00+00:00,151283.46541559027
2024-12-19 00:00:00+00:00,151339.05552277964
2024-12-20 00:00:00+00:00,151674.21496487648
2024-12-23 00:00:00+00:00,151622.3542003637
2024-12-24 00:00:00+00:00,151598.32350761187
2024-12-25 00:00:00+00:00,151528.35370192028
2024-12-26 00:00:00+00:00,151777.47601012725
2024-12-27 00:00:00+00:00,151755.3348012317
2024-12-30 00:00:00+00:00,151711.11677335945
2024-12-31 00:00:00+00:00,151934.34804880322
2025-01-01 00:00:00+00:00,151984.27194805696
2025-01-02 00:00:00+00:00,152083.9224617826
2025-01-03 00:00:00+00:00,152036.41420878228
2025-01-06 00:00:00+00:00,151983.58494725206
2025-01-07 00:00:00+00:00,152121.82711295452
2025-01-08 00:00:00+00:00,152096.08687093796
2025-01-09 00:00:00+00:00,152091.2634961598
2025-01-10 00:00:00+00:00,152099.8416533948
2025-01-13 00:00:00+00:00,152158.05634417257
2025-01-14 00:00:00+00:00,152174.93307447387
2025-01-15 00:00:00+00:00,152200.99993624727
2025-01-16 00:00:00+00:00,152125.4575169098
2025-01-17 00:00:00+00:00,152107.39533506273
2025-01-20 00:00:00+00:00,152156.79582828635
2025-01-21 00:00:00+00:00,152089.49861849993
2025-01-22 00:00:00+00:00,152063.24309706854
2025-01-23 00:00:00+00:00,152139.10821082283
2025-01-24 00:00:00+00:00,152153.90730262853
2025-01-27 00:00:00+00:00,152103.18736080523
2025-01-28 00:00:00+00:00,152060.0847631252
2025-01-29 00:00:00+00:00,152014.82413629224
2025-01-30 00:00:00+00:00,151965.65611110316
2025-01-31 00:00:00+00:00,151900.93626120692
2025-02-03 00:00:00+00:00,151858.05720984712
2025-02-04 00:00:00+00:00,151814.42550066102
2025-02-05 00:00:00+00:00,151746.80277662695
2025-02-06 00:00:00+00:00,151686.8328518393
2025-02-07 00:00:00+00:00,151616.04485487303
2025-02-10 00:00:00+00:00,151613.61945062602
2025-02-11 00:00:00+00:00,151794.43498051088
2025-02-12 00:00:00+00:00,151762.8978848905
2025-02-13 00:00:00+00:00,151726.76080962902
2025-02-14 00:00:00+00:00,151717.25379947483
2025-02-17 00:00:00+00:00,151773.0275970346
2025-02-18 00:00:00+00:00,151736.64746691874
2025-02-19 00:00:00+00:00,151795.95445950172
2025-02-20 00:00:00+00:00,151720.43125225167
2025-02-21 00:00:00+00:00,151647.9710381408
2025-02-24 00:00:00+00:00,151572.14705262173
2025-02-25 00:00:00+00:00,151633.5509357223
2025-02-26 00:00:00+00:00,151602.57784218897
2025-02-27 00:00:00+00:00,151575.31174704526
2025-02-28 00:00:00+00:00,151579.72317756037
2025-03-03 00:00:00+00:00,151504.41133673728
2025-03-04 00:00:00+00:00,151446.82909120168
2025-03-05 00:00:00+00:00,151566.36206580172
2025-03-06 00:00:00+00:00,151598.98842266545
2025-03-07 00:00:00+00:00,151547.04765716617
2025-03-10 00:00:00+00:00,151637.03521599734
2025-03-11 00:00:00+00:00,151732.52549392608
2025-03-12 00:00:00+00:00,151711.87131309637
2025-03-13 00:00:00+00:00,151768.8673240451
2025-03-14 00:00:00+00:00,151940.6407028548
2025-03-17 00:00:00+00:00,151867.55998695016
2025-03-18 00:00:00+00:00,151823.0464526168
2025-03-19 00:00:00+00:00,151826.51023475663
2025-03-20 00:00:00+00:00,151754.57472056375
2025-03-21 00:00:00+00:00,151734.1290053294
2025-03-24 00:00:00+00:00,151797.06121168338
2025-03-25 00:00:00+00:00,151883.64788425883
2025-03-26 00:00:00+00:00,151914.7417663552
2025-03-27 00:00:00+00:00,151866.28702143268
2025-03-28 00:00:00+00:00,151854.99324929717
2025-03-31 00:00:00+00:00,151790.08136196894
2025-04-01 00:00:00+00:00,151897.8904198522
2025-04-02 00:00:00+00:00,152016.09237781676
2025-04-03 00:00:00+00:00,151941.68491085287
2025-04-04 00:00:00+00:00,152118.60422499885
2025-04-07 00:00:00+00:00,152052.1345874274
2025-04-08 00:00:00+00:00,151987.53935309986
2025-04-09 00:00:00+00:00,151991.59480072008
2025-04-10 00:00:00+00:00,152016.8251677694
2025-04-11 00:00:00+00:00,151963.43609385833
2025-04-14 00:00:00+00:00,151912.97643269008
2025-04-15 00:00:00+00:00,151894.20352213143
