year,trades,pnl_usd,win_rate,return_on_initial_equity
2021,259,-642.6092115823155,0.32432432432432434,-0.00428406141054877
2022,260,701.3727865979278,0.39615384615384613,0.004675818577319519
2023,259,27.569895830109218,0.3745173745173745,0.00018379930553406146
2024,262,1848.0145779576783,0.44274809160305345,0.012320097186384523
2025,261,2010.2385470788076,0.42911877394636017,0.013401590313858718
