symbol,trading_date_london,entry_time_utc,exit_time_utc,side,entry_price,exit_price,units,standard_lots,initial_risk_usd,pnl_usd,return_on_starting_day_equity,exit_reason,ending_equity_usd
BTCUSDT,2021-01-20,2021-01-20T08:18:00+00:00,2021-01-20T08:25:00+00:00,short,35502.45,35527.97225,0.4227418877430814,,75.0418636625218,-10.789324144451623,-7.188870063897507e-05,trailing_stop,150072.93800089916
BTCUSDT,2021-01-21,2021-01-21T08:06:00+00:00,2021-01-21T08:34:00+00:00,short,34550.0,33994.8,0.4343645094092595,,75.03646900044959,241.1591756240196,0.0016069464544138845,trailing_stop,150314.09717652318
BTCUSDT,2021-01-22,2021-01-22T08:07:00+00:00,2021-01-22T08:12:00+00:00,short,30615.22,30653.0761,0.4909783342289331,,75.15704858826159,-18.58652491840256,-0.00012365124274787913,trailing_stop,150295.51065160477
BTCUSDT,2021-01-25,2021-01-25T08:17:00+00:00,2021-01-25T08:22:00+00:00,long,33402.63,33250.40685,0.4499511285536641,,75.14775532580238,-68.49297813449279,-0.000455722049431431,trailing_stop,150227.01767347028
BTCUSDT,2021-01-26,2021-01-26T08:01:00+00:00,2021-01-26T08:03:00+00:00,long,31782.08,31721.0896,0.47267836992880985,,75.11350883673515,-28.828842853307222,-0.000191901851609468,trailing_stop,150198.18883061697
BTCUSDT,2021-01-27,2021-01-27T08:05:00+00:00,2021-01-27T08:28:00+00:00,short,31547.41,31699.73705,0.4761030741687415,,75.09909441530849,-72.52337678405553,-0.00048285120711969657,trailing_stop,150125.66545383292
BTCUSDT,2021-01-28,2021-01-28T08:03:00+00:00,2021-01-28T08:05:00+00:00,short,31080.0,31210.24,0.483029811627519,,75.06283272691645,-62.90980266636885,-0.00041904761904762417,trailing_stop,150062.75565116655
BTCUSDT,2021-01-29,2021-01-29T08:09:00+00:00,2021-01-29T08:15:00+00:00,long,32548.77,32427.25615,0.46103971256415077,,75.03137782558328,-56.02271047656304,-0.000373328546670118,trailing_stop,150006.73294068998
BTCUSDT,2021-02-01,2021-02-01T08:01:00+00:00,2021-02-01T08:09:00+00:00,long,33885.39,33730.57305,0.442688524289347,,75.00336647034499,-68.53568713047778,-0.0004568840730474117,trailing_stop,149938.1972535595
BTCUSDT,2021-02-02,2021-02-02T08:01:00+00:00,2021-02-02T08:22:00+00:00,long,34400.0,34319.91,0.43586685248127766,,74.96909862677975,-34.908576215224,-0.0002328197674418503,trailing_stop,149903.2886773443
BTCUSDT,2021-02-03,2021-02-03T08:00:00+00:00,2021-02-03T08:34:00+00:00,short,36231.66,35822.0883,0.4137356352906389,,74.95164433867215,169.45440749656714,0.0011304248825474749,trailing_stop,150072.74308484088
BTCUSDT,2021-02-04,2021-02-04T08:09:00+00:00,2021-02-04T08:25:00+00:00,long,38175.69,38486.17155000001,0.3931107547364327,,75.03637154242044,122.05363645223906,0.0008132964983737137,trailing_stop,150194.79672129313
BTCUSDT,2021-02-05,2021-02-05T08:01:00+00:00,2021-02-05T08:15:00+00:00,long,37727.22,37611.3639,0.3981072464954829,,75.09739836064657,-46.12315296070712,-0.00030708888701580587,trailing_stop,150148.67356833242
BTCUSDT,2021-02-08,2021-02-08T08:44:00+00:00,2021-02-08T09:00:00+00:00,short,39110.49,39235.72245,0.38390895529136154,,75.0743367841662,-48.07785904807888,-0.0003202016901348031,trailing_stop,150100.59570928433
BTCUSDT,2021-02-09,2021-02-09T08:15:00+00:00,2021-02-09T08:18:00+00:00,short,47370.75,47183.92375,0.31686345626633383,,75.05029785464217,59.1984112962776,0.0003943915813028045,trailing_stop,150159.7941205806
BTCUSDT,2021-02-10,2021-02-10T08:15:00+00:00,2021-02-10T08:38:00+00:00,short,46467.45,46494.55725,0.32315049377700006,,75.0798970602903,-8.759721222436886,-5.8335996487866096e-05,trailing_stop,150151.03439935815
BTCUSDT,2021-02-11,2021-02-11T08:02:00+00:00,2021-02-11T08:07:00+00:00,short,44583.18,44769.7559,0.3367885251777871,,75.07551719967907,-62.83662219471701,-0.0004184894392907733,trailing_stop,150088.19777716344
BTCUSDT,2021-02-12,2021-02-12T08:03:00+00:00,2021-02-12T08:09:00+00:00,long,47475.0,47242.625,0.3161415435011342,,75.04409888858173,-73.46339117107607,-0.000489468141126909,trailing_stop,150014.73438599237
BTCUSDT,2021-02-15,2021-02-15T08:00:00+00:00,2021-02-15T08:02:00+00:00,long,47441.02,47327.2149,0.31621313029524317,,75.00736719299618,-35.98666691456247,-0.00023988754879215868,trailing_stop,149978.7477190778
BTCUSDT,2021-02-16,2021-02-16T08:04:00+00:00,2021-02-16T08:09:00+00:00,long,49281.81,49053.59095,0.3043288136516857,,74.9893738595389,-69.45363273921464,-0.0004630898296957837,trailing_stop,149909.29408633857
BTCUSDT,2021-02-17,2021-02-17T08:00:00+00:00,2021-02-17T08:00:00+00:00,long,51266.09,51009.759549999995,0.29241413590609033,,74.95464704316929,-74.95464704316967,-0.0005000000000000026,initial_stop_same_bar,149834.3394392954
BTCUSDT,2021-02-18,2021-02-18T08:01:00+00:00,2021-02-18T08:11:00+00:00,long,52085.85,51908.32075,0.28766803160416005,,74.9171697196477,-51.06948989966271,-0.00034083969062614813,trailing_stop,149783.26994939573
BTCUSDT,2021-02-19,2021-02-19T08:18:00+00:00,2021-02-19T08:23:00+00:00,long,51894.77,51673.086149999996,0.28862883475424544,,74.89163497469787,-63.984351309335295,-0.0004271795597128598,trailing_stop,149719.2855980864
BTCUSDT,2021-02-22,2021-02-22T08:00:00+00:00,2021-02-22T08:06:00+00:00,long,56550.0,56340.94,0.2647555890328672,,74.8596427990432,-55.349803443210604,-0.0003696905393457077,trailing_stop,149663.93579464318
BTCUSDT,2021-02-23,2021-02-23T08:02:00+00:00,2021-02-23T08:02:00+00:00,short,49461.74,49709.0487,0.3025852624566851,,74.83196789732159,-74.83196789732203,-0.0005000000000000029,initial_stop_same_bar,149589.10382674585
BTCUSDT,2021-02-24,2021-02-24T08:08:00+00:00,2021-02-24T08:20:00+00:00,long,50368.4,50634.358,0.29698998544076416,,74.79455191337293,78.98686254785437,0.0005280255080566361,trailing_stop,149668.0906892937
BTCUSDT,2021-02-25,2021-02-25T08:14:00+00:00,2021-02-25T08:30:00+00:00,short,50148.95,50072.57475,0.2984471074455073,,74.83404534464685,22.79397244292668,0.00015229680780953008,trailing_stop,149690.8846617366
BTCUSDT,2021-02-26,2021-02-26T08:25:00+00:00,2021-02-26T08:28:00+00:00,long,45758.67,45661.17665,0.32713119647432193,,74.84544233086831,-31.893116233788856,-0.00021305984199277865,trailing_stop,149658.99154550282
BTCUSDT,2021-03-01,2021-03-01T08:01:00+00:00,2021-03-01T08:26:00+00:00,long,46425.61,46828.55195,0.32236300512907173,,74.82949577275141,129.8935778945683,0.0008679303298330392,trailing_stop,149788.8851233974
BTCUSDT,2021-03-02,2021-03-02T08:00:00+00:00,2021-03-02T08:13:00+00:00,short,48301.36,48512.196800000005,0.3101131834039402,,74.8944425616987,-65.38327122670128,-0.0004365028231089241,trailing_stop,149723.5018521707
BTCUSDT,2021-03-03,2021-03-03T08:08:00+00:00,2021-03-03T08:47:00+00:00,long,49960.0,50565.2,0.29968675310682685,,74.86175092608535,181.37042298025074,0.001211369095276215,trailing_stop,149904.87227515096
BTCUSDT,2021-03-04,2021-03-04T08:00:00+00:00,2021-03-04T08:11:00+00:00,long,49816.0,50375.409999999996,0.30091711955024686,,74.95243613757549,168.33604584760246,0.0011229524650714555,trailing_stop,150073.20832099856
BTCUSDT,2021-03-05,2021-03-05T08:11:00+00:00,2021-03-05T08:11:00+00:00,long,47499.99,47068.82,0.3159436629797155,,75.03660416049928,-136.22542916696338,-0.0009077265068897873,initial_stop_same_bar,149936.9828918316
BTCUSDT,2021-03-08,2021-03-08T08:12:00+00:00,2021-03-08T08:20:00+00:00,short,49521.2,49522.276,0.302773323125917,,74.9684914459158,-0.32578409568376865,-2.172806797898539e-06,trailing_stop,149936.65710773593
BTCUSDT,2021-03-09,2021-03-09T08:00:00+00:00,2021-03-09T08:03:00+00:00,short,53409.57,53542.00785,0.28072994616458424,,74.96832855386796,-37.179270500653864,-0.00024796651611312746,trailing_stop,149899.47783723526
BTCUSDT,2021-03-10,2021-03-10T08:07:00+00:00,2021-03-10T09:08:00+00:00,long,54407.74,54462.9213,0.27551131114292793,,74.94973891861763,15.203072313572305,0.00010142178300367527,trailing_stop,149914.68090954883
BTCUSDT,2021-03-11,2021-03-11T08:00:00+00:00,2021-03-11T08:21:00+00:00,short,55005.0,54547.845,0.2725473700746274,,74.95734045477441,124.59639296646598,0.0008311153531497115,trailing_stop,150039.2773025153
BTCUSDT,2021-03-12,2021-03-12T08:05:00+00:00,2021-03-12T08:14:00+00:00,short,56456.71,56542.07355,0.26575986681213853,,75.01963865125765,-22.68620567861182,-0.00015120177920392787,trailing_stop,150016.59109683667
BTCUSDT,2021-03-15,2021-03-15T08:25:00+00:00,2021-03-15T08:30:00+00:00,long,58341.82,58058.2909,0.25713388971553625,,75.00829554841833,-72.90494033054519,-0.0004859791826857643,trailing_stop,149943.68615650613
BTCUSDT,2021-03-16,2021-03-16T08:04:00+00:00,2021-03-16T08:08:00+00:00,long,55491.0,55417.835,0.2702126221486478,,74.97184307825306,-19.77010649950605,-0.00013185020994395646,trailing_stop,149923.9160500066
BTCUSDT,2021-03-17,2021-03-17T08:07:00+00:00,2021-03-17T08:25:00+00:00,short,55682.03,55901.350150000006,0.2692500902894643,,74.9619580250033,-59.05197018980069,-0.0003938795873641942,trailing_stop,149864.86407981682
BTCUSDT,2021-03-18,2021-03-18T08:43:00+00:00,2021-03-18T09:02:00+00:00,short,58119.0,58189.595,0.2578586418896003,,74.9324320399084,-18.203530824196633,-0.0001214663018978323,trailing_stop,149846.66054899263
BTCUSDT,2021-03-19,2021-03-19T08:04:00+00:00,2021-03-19T08:07:00+00:00,short,57700.0,57788.13,0.25969958500691964,,74.92333027449632,-22.88732442665915,-0.0001527383015597875,trailing_stop,149823.77322456596
BTCUSDT,2021-03-22,2021-03-22T08:01:00+00:00,2021-03-22T09:16:00+00:00,short,57513.41,57311.697049999995,0.2605023301949336,,74.91188661228298,52.54669350549628,0.0003507233356533863,trailing_stop,149876.31991807144
BTCUSDT,2021-03-23,2021-03-23T08:36:00+00:00,2021-03-23T09:37:00+00:00,long,54277.78,54295.1411,0.2761283160771709,,74.93815995903573,4.793891308247896,3.198564863928094e-05,trailing_stop,149881.1138093797
BTCUSDT,2021-03-24,2021-03-24T08:01:00+00:00,2021-03-24T08:24:00+00:00,long,55612.92,56010.3354,0.2695077219634928,,74.94055690468984,107.10651912721171,0.000714609842461078,trailing_stop,149988.2203285069
BTCUSDT,2021-03-25,2021-03-25T08:00:00+00:00,2021-03-25T08:08:00+00:00,short,52200.0,52362.0,0.2873337554185956,,74.99411016425346,-46.54806837781249,-0.0003103448275862069,trailing_stop,149941.6722601291
BTCUSDT,2021-03-26,2021-03-26T08:00:00+00:00,2021-03-26T08:01:00+00:00,long,53600.9,53332.8955,0.27973722877811585,,74.97083613006455,-74.97083613006532,-0.0005000000000000052,trailing_stop,149866.70142399904
BTCUSDT,2021-03-29,2021-03-29T07:07:00+00:00,2021-03-29T07:59:00+00:00,long,55656.64,55889.086800000005,0.2692701201941027,,74.93335071199952,62.59097777473594,0.0004176443277927039,trailing_stop,149929.29240177377
BTCUSDT,2021-03-30,2021-03-30T08:16:00+00:00,2021-03-30T08:49:00+00:00,short,57976.59,58016.60295,0.2586031575878709,,74.96464620088689,-10.347475214406611,-6.901570099242456e-05,trailing_stop,149918.94492655937
BTCUSDT,2021-03-31,2021-03-31T07:01:00+00:00,2021-03-31T07:04:00+00:00,long,59800.0,59501.0,0.2507005768002665,,74.95947246327968,-74.95947246327968,-0.0005,trailing_stop,149843.98545409608
BTCUSDT,2021-04-01,2021-04-01T07:00:00+00:00,2021-04-01T07:20:00+00:00,short,58659.02,58793.4951,0.2554491797750731,,74.92199272704804,-34.35155399517177,-0.00022924880095167509,trailing_stop,149809.63390010092
BTCUSDT,2021-04-02,2021-04-02T07:00:00+00:00,2021-04-02T07:59:00+00:00,long,59649.33,59443.40335,0.2511505726889152,,74.90481695005046,-51.71859607941012,-0.00034522877289652916,trailing_stop,149757.9153040215
BTCUSDT,2021-04-05,2021-04-05T07:08:00+00:00,2021-04-05T07:34:00+00:00,long,57316.74,57084.836299999995,0.2612812858931291,,74.87895765201075,-60.59209693937512,-0.00040460029652768557,trailing_stop,149697.32320708214
BTCUSDT,2021-04-06,2021-04-06T07:35:00+00:00,2021-04-06T08:08:00+00:00,short,58700.0,58642.5,0.25502099353847046,,74.84866160354107,14.663707128462052,9.795570698466782e-05,trailing_stop,149711.9869142106
BTCUSDT,2021-04-07,2021-04-07T07:04:00+00:00,2021-04-07T07:10:00+00:00,short,57877.74,57709.3887,0.2586693725674337,,74.8559934571053,43.54732514191046,0.00029087400440997666,trailing_stop,149755.5342393525
BTCUSDT,2021-04-08,2021-04-08T07:01:00+00:00,2021-04-08T07:26:00+00:00,long,57280.0,57047.45,0.2614447175966349,,74.87776711967625,-60.79896907709821,-0.0004059881284916251,trailing_stop,149694.7352702754
BTCUSDT,2021-04-09,2021-04-09T07:00:00+00:00,2021-04-09T07:41:00+00:00,short,57809.38,57943.0469,0.25894540863485377,,74.84736763513772,-34.61243004145512,-0.0002312200891966041,trailing_stop,149660.12284023396
BTCUSDT,2021-04-12,2021-04-12T07:00:00+00:00,2021-04-12T07:34:00+00:00,long,60842.92,60995.7854,0.24597787686756972,,74.83006142011698,37.60150653851238,0.0002512459954256015,trailing_stop,149697.72434677248
BTCUSDT,2021-04-13,2021-04-13T07:52:00+00:00,2021-04-13T08:24:00+00:00,long,61039.22,62417.8039,0.24524842281204196,,74.84886217338624,338.0955271890732,0.002258521488315214,trailing_stop,150035.81987396156
BTCUSDT,2021-04-14,2021-04-14T07:37:00+00:00,2021-04-14T08:49:00+00:00,short,64351.52,63689.7576,0.23315039003579338,,75.01790993698079,154.29016167102262,0.0010283555073757383,trailing_stop,150190.1100356326
BTCUSDT,2021-04-15,2021-04-15T08:17:00+00:00,2021-04-15T09:32:00+00:00,short,62751.36,62806.2168,0.23934160157745202,,75.09505501781629,-13.129514369414302,-8.741930055380695e-05,trailing_stop,150176.98052126318
BTCUSDT,2021-04-16,2021-04-16T07:16:00+00:00,2021-04-16T07:24:00+00:00,short,61057.5,61330.2875,0.24595992387710464,,75.08849026063159,-67.09479273462533,-0.0004467714858944414,trailing_stop,150109.88572852855
BTCUSDT,2021-04-19,2021-04-19T07:02:00+00:00,2021-04-19T07:09:00+00:00,long,57339.8,57163.301,0.2617900406498253,,75.05494286426428,-46.205680384654414,-0.0003078123746507721,trailing_stop,150063.6800481439
BTCUSDT,2021-04-20,2021-04-20T07:37:00+00:00,2021-04-20T07:40:00+00:00,short,53501.01,53597.46505,0.2804875647172715,,75.03184002407195,-27.054442079181772,-0.00018028640954628115,trailing_stop,150036.6256060647
BTCUSDT,2021-04-21,2021-04-21T07:09:00+00:00,2021-04-21T07:16:00+00:00,short,55276.0,55494.38,0.2714317707613878,,75.01831280303236,-59.27527009887116,-0.0003950720023156477,trailing_stop,149977.35033596584
BTCUSDT,2021-04-22,2021-04-22T07:10:00+00:00,2021-04-22T07:34:00+00:00,short,54252.38,54367.3419,0.2764438174619544,,74.98867516798292,-31.780506498680026,-0.00021190204005796997,trailing_stop,149945.56982946716
BTCUSDT,2021-04-23,2021-04-23T07:15:00+00:00,2021-04-23T07:17:00+00:00,long,49426.48,49252.8676,0.30337092552305395,,74.97278491473358,-52.6689544702803,-0.0003512538218380217,trailing_stop,149892.90087499688
BTCUSDT,2021-04-26,2021-04-26T07:17:00+00:00,2021-04-26T07:29:00+00:00,short,52511.28,52708.036400000005,0.2854489566336926,,74.94645043749844,-56.163909091003084,-0.00037469358964398826,trailing_stop,149836.73696590587
BTCUSDT,2021-04-27,2021-04-27T07:22:00+00:00,2021-04-27T07:51:00+00:00,long,54799.4,54605.723,0.27342769622642926,,74.91836848295294,-52.95665592204705,-0.00035342905214291276,trailing_stop,149783.78030998382
BTCUSDT,2021-04-28,2021-04-28T07:14:00+00:00,2021-04-28T07:49:00+00:00,long,54371.13,54278.92435,0.27548403042199754,,74.89189015499191,-25.40118408967902,-0.0001695856790175158,trailing_stop,149758.37912589413
BTCUSDT,2021-04-29,2021-04-29T08:04:00+00:00,2021-04-29T09:08:00+00:00,short,54255.0,54031.255000000005,0.27602687148814703,,74.87918956294708,61.75963236111417,0.0004123951709519775,trailing_stop,149820.13875825526
BTCUSDT,2021-04-30,2021-04-30T07:00:00+00:00,2021-04-30T07:19:00+00:00,long,54450.0,54286.55,0.275151769987613,,74.91006937912763,-44.97355680447454,-0.000300183654729104,trailing_stop,149775.16520145079
BTCUSDT,2021-05-03,2021-05-03T07:01:00+00:00,2021-05-03T07:28:00+00:00,short,57860.02,58103.6401,0.2588577833216283,,74.8875826007254,-63.06295905859344,-0.0004210508395952855,trailing_stop,149712.1022423922
BTCUSDT,2021-05-04,2021-05-04T07:02:00+00:00,2021-05-04T07:30:00+00:00,long,56169.0,56080.975,0.26653866410723387,,74.8560511211961,-23.462065908039648,-0.00015671455785219862,trailing_stop,149688.64017648416
BTCUSDT,2021-05-05,2021-05-05T07:16:00+00:00,2021-05-05T08:12:00+00:00,long,54492.92,54755.7454,0.27469374035468125,,74.84432008824209,72.19649218621566,0.0004823110965608038,trailing_stop,149760.83666867038
BTCUSDT,2021-05-06,2021-05-06T07:01:00+00:00,2021-05-06T07:03:00+00:00,short,56441.19,56613.86595000001,0.2653396157463554,,74.88041833433519,-45.817770221638035,-0.0003059395983677955,trailing_stop,149715.01889844873
BTCUSDT,2021-05-07,2021-05-07T07:13:00+00:00,2021-05-07T07:36:00+00:00,long,56194.1,55999.909499999994,0.26642480064357066,,74.85750944922437,-51.73716524937644,-0.0003455709763124674,trailing_stop,149663.28173319934
BTCUSDT,2021-05-10,2021-05-10T07:05:00+00:00,2021-05-10T08:25:00+00:00,short,58755.0,58310.105,0.254724332794144,,74.83164086659967,113.3255820384499,0.0007572036422432079,trailing_stop,149776.60731523778
BTCUSDT,2021-05-11,2021-05-11T07:00:00+00:00,2021-05-11T07:06:00+00:00,long,55800.0,55567.9,0.2684168589878813,,74.88830365761889,-62.29955297108686,-0.00041594982078852784,trailing_stop,149714.3077622667
BTCUSDT,2021-05-12,2021-05-12T07:18:00+00:00,2021-05-12T07:46:00+00:00,long,57247.67,56963.76165,0.2615203514173881,,74.85715388113334,-74.24781146233026,-0.000495929965359285,trailing_stop,149640.05995080437
BTCUSDT,2021-05-13,2021-05-13T07:00:00+00:00,2021-05-13T07:08:00+00:00,long,51335.0,51110.515,0.2914971461007195,,74.82002997540218,-65.43673684242017,-0.0004372942436933876,trailing_stop,149574.62321396195
BTCUSDT,2021-05-14,2021-05-14T07:10:00+00:00,2021-05-14T07:18:00+00:00,long,49528.23,49730.82885,0.3019987251996729,,74.78731160698098,61.184594426918196,0.0004090573194317561,trailing_stop,149635.80780838887
BTCUSDT,2021-05-17,2021-05-17T07:37:00+00:00,2021-05-17T07:39:00+00:00,long,44840.99,44700.05505,0.33370317606366157,,74.81790390419444,-47.03044043337177,-0.00031429937207005313,trailing_stop,149588.7773679555
BTCUSDT,2021-05-18,2021-05-18T08:10:00+00:00,2021-05-18T08:31:00+00:00,long,45244.64,45193.7768,0.3306220966018417,,74.79438868397776,-16.816497823878723,-0.00011241817815325702,trailing_stop,149571.96087013162
BTCUSDT,2021-05-19,2021-05-19T07:11:00+00:00,2021-05-19T07:16:00+00:00,short,39102.0,38758.56,0.38251741821423874,,74.78598043506581,131.37178211149904,0.0008783182445910756,trailing_stop,149703.33265224312
BTCUSDT,2021-05-20,2021-05-20T07:02:00+00:00,2021-05-20T07:04:00+00:00,long,40202.12,40242.5594,0.37237671210434453,,74.85166632612156,15.058690811470813,0.00010059021763030322,trailing_stop,149718.3913430546
BTCUSDT,2021-05-21,2021-05-21T07:27:00+00:00,2021-05-21T07:30:00+00:00,short,39575.39,39734.63695,0.3783118532579328,,74.8591956715273,-60.24500878017361,-0.0004023888330601434,trailing_stop,149658.1463342744
BTCUSDT,2021-05-24,2021-05-24T07:00:00+00:00,2021-05-24T07:00:00+00:00,long,36222.0,36040.89,0.41316919643938604,,74.82907316713721,-74.82907316713745,-0.0005000000000000016,initial_stop_same_bar,149583.31726110727
BTCUSDT,2021-05-25,2021-05-25T07:43:00+00:00,2021-05-25T07:43:00+00:00,short,38610.07,38804.52,0.3874204767334203,,74.79165863055364,-75.33391170081245,-0.0005036250905527939,initial_stop_same_bar,149507.98334940645
BTCUSDT,2021-05-26,2021-05-26T08:02:00+00:00,2021-05-26T08:04:00+00:00,long,40530.52,40614.33,0.3688775356186066,,74.75399167470323,30.915626260197243,0.00020678244443941246,trailing_stop,149538.89897566664
BTCUSDT,2021-05-27,2021-05-27T07:33:00+00:00,2021-05-27T07:58:00+00:00,long,38300.0,38215.92,0.39044098949260225,,74.76944948783333,-32.82827839653868,-0.00021953002610966516,trailing_stop,149506.0706972701
BTCUSDT,2021-05-28,2021-05-28T07:13:00+00:00,2021-05-28T07:20:00+00:00,long,37076.45,37197.29775,0.4032372859248124,,74.75303534863505,48.73031872012058,0.00032594207374222946,trailing_stop,149554.80101599023
BTCUSDT,2021-05-31,2021-05-31T07:02:00+00:00,2021-05-31T07:22:00+00:00,long,35115.27,35540.123649999994,0.42589677088056066,,74.77740050799513,180.94379763181877,0.001209882908489661,trailing_stop,149735.74481362206
BTCUSDT,2021-06-01,2021-06-01T07:33:00+00:00,2021-06-01T07:40:00+00:00,short,36710.19,36822.260949999996,0.4078860523838804,,74.86787240681103,-45.712177382408754,-0.00030528567136262134,trailing_stop,149690.03263623966
BTCUSDT,2021-06-02,2021-06-02T07:10:00+00:00,2021-06-02T07:54:00+00:00,long,36989.0,37215.055,0.40468796841287863,,74.84501631811983,91.4817386995734,0.0006111411500716437,trailing_stop,149781.51437493923
BTCUSDT,2021-06-03,2021-06-03T07:00:00+00:00,2021-06-03T07:02:00+00:00,long,38974.19,38844.319050000006,0.3843094991196461,,74.89075718746962,-49.91063974469138,-0.0003332229611442773,trailing_stop,149731.60373519454
BTCUSDT,2021-06-04,2021-06-04T07:03:00+00:00,2021-06-04T07:06:00+00:00,short,36529.83,36429.78,0.4098885862189737,,74.86580186759727,41.009353051209516,0.00027388575309549186,trailing_stop,149772.61308824577
BTCUSDT,2021-06-07,2021-06-07T07:00:00+00:00,2021-06-07T07:22:00+00:00,short,36035.55,36030.837750000006,0.4156246070567696,,74.88630654412289,1.9585270546019562,1.307667012157954e-05,trailing_stop,149774.57161530037
BTCUSDT,2021-06-08,2021-06-08T07:01:00+00:00,2021-06-08T07:07:00+00:00,short,32537.54,32285.6877,0.46031313865553564,,74.88728580765019,115.93092269061661,0.0007740360826294867,trailing_stop,149890.50253799098
BTCUSDT,2021-06-09,2021-06-09T07:04:00+00:00,2021-06-09T07:11:00+00:00,long,34360.0,34341.149999999994,0.4362354555820459,,74.94525126899549,-8.223038337724105,-5.486030267754896e-05,trailing_stop,149882.27949965326
BTCUSDT,2021-06-10,2021-06-10T07:59:00+00:00,2021-06-10T08:02:00+00:00,long,36980.0,36813.61,0.40530632639170705,,74.94113974982663,-67.4389196483159,-0.00044994591671173456,trailing_stop,149814.84058000494
BTCUSDT,2021-06-11,2021-06-11T07:05:00+00:00,2021-06-11T07:15:00+00:00,short,36450.0,36572.57,0.4110146517969957,,74.90742029000246,-50.378065870757645,-0.0003362688614540458,trailing_stop,149764.46251413418
BTCUSDT,2021-06-14,2021-06-14T07:55:00+00:00,2021-06-14T08:16:00+00:00,short,39455.86,39157.7693,0.3795747007266707,,74.88223125706709,113.14768824190404,0.0007555042520933536,trailing_stop,149877.6102023761
BTCUSDT,2021-06-15,2021-06-15T07:02:00+00:00,2021-06-15T07:30:00+00:00,short,40211.69,40301.05845,0.3727214901994323,,74.93880510118805,-33.3095418608114,-0.00022224494916775318,trailing_stop,149844.3006605153
BTCUSDT,2021-06-16,2021-06-16T07:16:00+00:00,2021-06-16T08:11:00+00:00,short,40222.41,40242.11205,0.37253933978723625,,74.92215033025765,-7.33978869945507,-4.898276856110778e-05,trailing_stop,149836.96087181583
BTCUSDT,2021-06-17,2021-06-17T07:00:00+00:00,2021-06-17T07:53:00+00:00,long,39294.73,39203.52635,0.3813156646497273,,74.91848043590791,-34.77738041823229,-0.0002321014802748437,trailing_stop,149802.1834913976
